Fecha,Ciudad,Casos_Confirmados,Fallecidos,Recuperados
2020-06-16,Bogotá D.C.,213,2,189
2020-06-17,Bogotá D.C.,271,4,239
2020-06-18,Bogotá D.C.,269,5,243
2020-06-19,Bogotá D.C.,265,5,216
2020-06-20,Bogotá D.C.,222,3,209
2020-06-21,Bogotá D.C.,330,7,300
2020-06-22,Bogotá D.C.,314,6,279
2020-06-23,Bogotá D.C.,241,4,237
2020-06-24,Bogotá D.C.,353,6,305
2020-06-25,Bogotá D.C.,238,5,204
2020-06-26,Bogotá D.C.,187,1,170
2020-06-27,Bogotá D.C.,194,3,193
2020-06-28,Bogotá D.C.,227,3,196
2020-06-29,Bogotá D.C.,329,5,283
2020-06-30,Bogotá D.C.,285,5,232
2020-07-01,Bogotá D.C.,187,2,172
2020-07-02,Bogotá D.C.,319,3,279
2020-07-03,Bogotá D.C.,310,9,301
2020-07-04,Bogotá D.C.,316,5,284
2020-07-05,Bogotá D.C.,308,5,270
2020-07-06,Bogotá D.C.,393,9,349
2020-07-07,Bogotá D.C.,353,9,299
2020-07-08,Bogotá D.C.,288,4,267
2020-07-09,Bogotá D.C.,252,4,238
2020-07-10,Bogotá D.C.,290,5,284
2020-07-11,Bogotá D.C.,222,4,205
2020-07-12,Bogotá D.C.,312,4,292
2020-07-13,Bogotá D.C.,362,4,346
2020-07-14,Bogotá D.C.,222,3,207
2020-07-15,Bogotá D.C.,394,12,356
2020-07-16,Bogotá D.C.,269,6,246
2020-07-17,Bogotá D.C.,203,4,198
2020-07-18,Bogotá D.C.,240,4,219
2020-07-19,Bogotá D.C.,277,7,267
2020-07-20,Bogotá D.C.,219,2,209
2020-07-21,Bogotá D.C.,301,6,266
2020-07-22,Bogotá D.C.,239,3,232
2020-07-23,Bogotá D.C.,159,1,144
2020-07-24,Bogotá D.C.,292,5,237
2020-07-25,Bogotá D.C.,287,5,253
2020-07-26,Bogotá D.C.,254,5,220
2020-07-27,Bogotá D.C.,260,4,232
2020-07-28,Bogotá D.C.,348,8,322
2020-07-29,Bogotá D.C.,209,2,179
2020-07-30,Bogotá D.C.,298,6,240
2020-07-31,Bogotá D.C.,320,3,272
2020-08-01,Bogotá D.C.,222,2,208
2020-08-02,Bogotá D.C.,184,3,166
2020-08-03,Bogotá D.C.,280,4,239
2020-08-04,Bogotá D.C.,183,4,167
2020-08-05,Bogotá D.C.,172,3,156
2020-08-06,Bogotá D.C.,259,5,231
2020-08-07,Bogotá D.C.,326,8,302
2020-08-08,Bogotá D.C.,272,6,256
2020-08-09,Bogotá D.C.,220,4,208
2020-08-10,Bogotá D.C.,207,3,170
2020-08-11,Bogotá D.C.,143,2,118
2020-08-12,Bogotá D.C.,381,9,333
2020-08-13,Bogotá D.C.,288,6,258
2020-08-14,Bogotá D.C.,244,5,200
2020-08-15,Bogotá D.C.,238,4,207
2020-08-16,Bogotá D.C.,242,5,201
2020-08-17,Bogotá D.C.,326,5,263
2020-08-18,Bogotá D.C.,172,3,168
2020-08-19,Bogotá D.C.,270,6,242
2020-08-20,Bogotá D.C.,168,3,146
2020-08-21,Bogotá D.C.,277,8,258
2020-08-22,Bogotá D.C.,108,1,100
2020-08-23,Bogotá D.C.,319,3,291
2020-08-24,Bogotá D.C.,270,8,268
2020-08-25,Bogotá D.C.,239,5,205
2020-08-26,Bogotá D.C.,248,4,221
2020-08-27,Bogotá D.C.,298,3,264
2020-08-28,Bogotá D.C.,261,4,229
2020-08-29,Bogotá D.C.,261,5,242
2020-08-30,Bogotá D.C.,242,3,218
2020-08-31,Bogotá D.C.,313,7,293
2020-09-01,Bogotá D.C.,220,3,195
2020-09-02,Bogotá D.C.,354,9,319
2020-09-03,Bogotá D.C.,197,3,178
2020-09-04,Bogotá D.C.,227,4,218
2020-09-05,Bogotá D.C.,226,4,215
2020-09-06,Bogotá D.C.,247,6,222
2020-09-07,Bogotá D.C.,228,4,212
2020-09-08,Bogotá D.C.,155,1,135
2020-09-09,Bogotá D.C.,246,5,217
2020-09-10,Bogotá D.C.,222,3,199
2020-09-11,Bogotá D.C.,233,4,197
2020-09-12,Bogotá D.C.,255,4,214
2020-09-13,Bogotá D.C.,210,3,178
2020-09-14,Bogotá D.C.,231,4,209
2020-09-15,Bogotá D.C.,139,3,129
2020-09-16,Bogotá D.C.,183,2,155
2020-09-17,Bogotá D.C.,162,4,154
2020-09-18,Bogotá D.C.,231,4,193
2020-09-19,Bogotá D.C.,257,6,252
2020-09-20,Bogotá D.C.,222,5,190
2020-09-21,Bogotá D.C.,236,1,217
2020-09-22,Bogotá D.C.,184,3,167
2020-09-23,Bogotá D.C.,248,5,237
2020-09-24,Bogotá D.C.,235,5,214
2020-09-25,Bogotá D.C.,251,5,224
2020-09-26,Bogotá D.C.,284,8,255
2020-09-27,Bogotá D.C.,211,4,200
2020-09-28,Bogotá D.C.,190,2,172
2020-09-29,Bogotá D.C.,100,1,92
2020-09-30,Bogotá D.C.,213,4,193
2020-10-01,Bogotá D.C.,144,3,134
2020-10-02,Bogotá D.C.,234,6,204
2020-10-03,Bogotá D.C.,250,3,212
2020-10-04,Bogotá D.C.,130,1,112
2020-10-05,Bogotá D.C.,305,3,273
2020-10-06,Bogotá D.C.,186,3,155
2020-10-07,Bogotá D.C.,163,3,144
2020-10-08,Bogotá D.C.,154,4,137
2020-10-09,Bogotá D.C.,131,3,119
2020-10-10,Bogotá D.C.,228,5,210
2020-10-11,Bogotá D.C.,222,3,202
2020-10-12,Bogotá D.C.,210,5,183
2020-10-13,Bogotá D.C.,189,2,156
2020-10-14,Bogotá D.C.,229,4,207
2020-10-15,Bogotá D.C.,203,4,182
2020-10-16,Bogotá D.C.,179,3,169
2020-10-17,Bogotá D.C.,152,3,137
2020-10-18,Bogotá D.C.,128,3,118
2020-10-19,Bogotá D.C.,195,4,175
2020-10-20,Bogotá D.C.,155,3,126
2020-10-21,Bogotá D.C.,217,6,185
2020-10-22,Bogotá D.C.,196,3,170
2020-10-23,Bogotá D.C.,254,3,222
2020-10-24,Bogotá D.C.,145,3,132
2020-10-25,Bogotá D.C.,221,4,207
2020-10-26,Bogotá D.C.,170,3,164
2020-10-27,Bogotá D.C.,148,2,133
2020-10-28,Bogotá D.C.,157,3,150
2020-10-29,Bogotá D.C.,145,3,123
2020-10-30,Bogotá D.C.,135,2,117
2020-10-31,Bogotá D.C.,101,2,92
2020-11-01,Bogotá D.C.,210,4,187
2020-11-02,Bogotá D.C.,162,3,150
2020-11-03,Bogotá D.C.,188,3,175
2020-11-04,Bogotá D.C.,176,3,153
2020-11-05,Bogotá D.C.,171,1,152
2020-11-06,Bogotá D.C.,223,4,189
2020-11-07,Bogotá D.C.,211,5,180
2020-11-08,Bogotá D.C.,102,1,92
2020-11-09,Bogotá D.C.,169,2,148
2020-11-10,Bogotá D.C.,169,4,162
2020-11-11,Bogotá D.C.,123,2,116
2020-11-12,Bogotá D.C.,127,2,118
2020-11-13,Bogotá D.C.,95,2,82
2020-11-14,Bogotá D.C.,115,2,101
2020-11-15,Bogotá D.C.,139,3,133
2020-11-16,Bogotá D.C.,102,1,94
2020-11-17,Bogotá D.C.,132,2,116
2020-11-18,Bogotá D.C.,189,3,164
2020-11-19,Bogotá D.C.,137,2,130
2020-11-20,Bogotá D.C.,67,1,57
2020-11-21,Bogotá D.C.,161,4,148
2020-11-22,Bogotá D.C.,141,2,121
2020-11-23,Bogotá D.C.,190,3,169
2020-11-24,Bogotá D.C.,157,3,136
2020-11-25,Bogotá D.C.,122,3,111
2020-11-26,Bogotá D.C.,116,1,97
2020-11-27,Bogotá D.C.,167,3,149
2020-11-28,Bogotá D.C.,135,3,121
2020-11-29,Bogotá D.C.,135,3,118
2020-11-30,Bogotá D.C.,168,2,163
2020-12-01,Bogotá D.C.,115,2,97
2020-12-02,Bogotá D.C.,114,1,94
2020-12-03,Bogotá D.C.,118,1,105
2020-12-04,Bogotá D.C.,137,1,118
2020-12-05,Bogotá D.C.,121,2,95
2020-12-06,Bogotá D.C.,98,2,91
2020-12-07,Bogotá D.C.,131,3,116
2020-12-08,Bogotá D.C.,160,3,152
2020-12-09,Bogotá D.C.,162,1,141
2020-12-10,Bogotá D.C.,130,3,109
2020-12-11,Bogotá D.C.,128,1,108
2020-12-12,Bogotá D.C.,137,2,128
2020-12-13,Bogotá D.C.,103,2,83
2020-12-14,Bogotá D.C.,205,3,186
2020-12-15,Bogotá D.C.,157,3,142
2020-12-16,Bogotá D.C.,100,2,86
2020-12-17,Bogotá D.C.,158,3,141
2020-12-18,Bogotá D.C.,158,3,142
2020-12-19,Bogotá D.C.,60,1,51
2020-12-20,Bogotá D.C.,84,1,82
2020-12-21,Bogotá D.C.,150,2,123
2020-12-22,Bogotá D.C.,73,1,62
2020-12-23,Bogotá D.C.,139,2,123
2020-12-24,Bogotá D.C.,134,2,122
2020-12-25,Bogotá D.C.,183,2,138
2020-12-26,Bogotá D.C.,158,3,155
2020-12-27,Bogotá D.C.,146,1,130
2020-12-28,Bogotá D.C.,191,4,155
2020-12-29,Bogotá D.C.,153,1,138
2020-12-30,Bogotá D.C.,76,1,67
2020-12-31,Bogotá D.C.,128,2,118
2021-01-01,Bogotá D.C.,104,1,95
2021-01-02,Bogotá D.C.,145,3,130
2021-01-03,Bogotá D.C.,136,2,119
2021-01-04,Bogotá D.C.,129,3,102
2021-01-05,Bogotá D.C.,151,1,131
2021-01-06,Bogotá D.C.,154,3,154
2021-01-07,Bogotá D.C.,150,2,136
2021-01-08,Bogotá D.C.,94,1,79
2021-01-09,Bogotá D.C.,193,4,160
2021-01-10,Bogotá D.C.,127,2,122
2021-01-11,Bogotá D.C.,146,2,138
2021-01-12,Bogotá D.C.,56,1,54
2021-01-13,Bogotá D.C.,162,3,158
2021-01-14,Bogotá D.C.,144,3,132
2021-01-15,Bogotá D.C.,81,0,80
2021-01-16,Bogotá D.C.,145,3,134
2021-01-17,Bogotá D.C.,138,3,128
2021-01-18,Bogotá D.C.,131,3,112
2021-01-19,Bogotá D.C.,63,1,64
2021-01-20,Bogotá D.C.,124,3,110
2021-01-21,Bogotá D.C.,151,4,127
2021-01-22,Bogotá D.C.,186,3,168
2021-01-23,Bogotá D.C.,142,1,123
2021-01-24,Bogotá D.C.,59,1,50
2021-01-25,Bogotá D.C.,139,2,125
2021-01-26,Bogotá D.C.,149,2,130
2021-01-27,Bogotá D.C.,117,3,101
2021-01-28,Bogotá D.C.,135,3,115
2021-01-29,Bogotá D.C.,136,2,129
2021-01-30,Bogotá D.C.,165,1,147
2021-01-31,Bogotá D.C.,74,1,68
2021-02-01,Bogotá D.C.,175,3,153
2021-02-02,Bogotá D.C.,100,1,96
2021-02-03,Bogotá D.C.,136,1,130
2021-02-04,Bogotá D.C.,142,2,131
2021-02-05,Bogotá D.C.,200,3,188
2021-02-06,Bogotá D.C.,99,1,88
2021-02-07,Bogotá D.C.,113,2,108
2021-02-08,Bogotá D.C.,190,5,163
2021-02-09,Bogotá D.C.,117,1,94
2021-02-10,Bogotá D.C.,165,4,161
2021-02-11,Bogotá D.C.,118,2,113
2021-02-12,Bogotá D.C.,142,1,127
2021-02-13,Bogotá D.C.,210,2,174
2021-02-14,Bogotá D.C.,114,3,107
2021-02-15,Bogotá D.C.,193,2,175
2021-02-16,Bogotá D.C.,206,4,185
2021-02-17,Bogotá D.C.,232,3,232
2021-02-18,Bogotá D.C.,156,4,122
2021-02-19,Bogotá D.C.,194,6,167
2021-02-20,Bogotá D.C.,178,2,159
2021-02-21,Bogotá D.C.,209,4,184
2021-02-22,Bogotá D.C.,219,5,206
2021-02-23,Bogotá D.C.,176,4,165
2021-02-24,Bogotá D.C.,194,4,181
2021-02-25,Bogotá D.C.,195,3,164
2021-02-26,Bogotá D.C.,178,4,149
2021-02-27,Bogotá D.C.,182,4,162
2021-02-28,Bogotá D.C.,190,4,174
2021-03-01,Bogotá D.C.,181,3,170
2021-03-02,Bogotá D.C.,149,2,125
2021-03-03,Bogotá D.C.,196,4,181
2021-03-04,Bogotá D.C.,169,4,161
2021-03-05,Bogotá D.C.,246,6,225
2021-03-06,Bogotá D.C.,93,1,78
2021-03-07,Bogotá D.C.,276,5,246
2021-03-08,Bogotá D.C.,170,3,155
2021-03-09,Bogotá D.C.,129,3,105
2021-03-10,Bogotá D.C.,143,2,130
2021-03-11,Bogotá D.C.,107,3,82
2021-03-12,Bogotá D.C.,226,5,192
2021-03-13,Bogotá D.C.,218,4,187
2021-03-14,Bogotá D.C.,279,5,225
2021-03-15,Bogotá D.C.,245,4,226
2021-03-16,Bogotá D.C.,234,5,202
2021-03-17,Bogotá D.C.,147,3,127
2021-03-18,Bogotá D.C.,145,3,127
2021-03-19,Bogotá D.C.,224,3,202
2021-03-20,Bogotá D.C.,264,2,245
2021-03-21,Bogotá D.C.,248,4,226
2021-03-22,Bogotá D.C.,266,4,243
2021-03-23,Bogotá D.C.,119,2,104
2021-03-24,Bogotá D.C.,198,2,173
2021-03-25,Bogotá D.C.,266,6,259
2021-03-26,Bogotá D.C.,265,5,229
2021-03-27,Bogotá D.C.,214,3,213
2021-03-28,Bogotá D.C.,219,4,194
2021-03-29,Bogotá D.C.,241,3,237
2021-03-30,Bogotá D.C.,228,5,211
2021-03-31,Bogotá D.C.,243,5,217
2021-04-01,Bogotá D.C.,217,3,196
2021-04-02,Bogotá D.C.,197,5,180
2021-04-03,Bogotá D.C.,225,3,205
2021-04-04,Bogotá D.C.,230,6,207
2021-04-05,Bogotá D.C.,245,5,220
2021-04-06,Bogotá D.C.,313,8,289
2021-04-07,Bogotá D.C.,125,1,118
2021-04-08,Bogotá D.C.,245,4,230
2021-04-09,Bogotá D.C.,226,4,197
2021-04-10,Bogotá D.C.,261,6,215
2021-04-11,Bogotá D.C.,266,3,238
2021-04-12,Bogotá D.C.,323,3,310
2021-04-13,Bogotá D.C.,256,6,234
2021-04-14,Bogotá D.C.,171,3,157
2021-04-15,Bogotá D.C.,205,6,179
2021-04-16,Bogotá D.C.,301,10,259
2021-04-17,Bogotá D.C.,215,4,189
2021-04-18,Bogotá D.C.,307,6,278
2021-04-19,Bogotá D.C.,325,10,270
2021-04-20,Bogotá D.C.,351,6,299
2021-04-21,Bogotá D.C.,184,5,156
2021-04-22,Bogotá D.C.,286,3,273
2021-04-23,Bogotá D.C.,338,5,294
2021-04-24,Bogotá D.C.,300,4,259
2021-04-25,Bogotá D.C.,362,8,351
2021-04-26,Bogotá D.C.,261,6,222
2021-04-27,Bogotá D.C.,165,1,135
2021-04-28,Bogotá D.C.,171,3,150
2021-04-29,Bogotá D.C.,282,4,250
2021-04-30,Bogotá D.C.,306,9,252
2021-05-01,Bogotá D.C.,370,5,356
2021-05-02,Bogotá D.C.,329,9,311
2021-05-03,Bogotá D.C.,175,3,158
2021-05-04,Bogotá D.C.,360,5,316
2021-05-05,Bogotá D.C.,281,7,265
2021-05-06,Bogotá D.C.,298,6,275
2021-05-07,Bogotá D.C.,352,6,335
2021-05-08,Bogotá D.C.,242,5,221
2021-05-09,Bogotá D.C.,106,1,91
2021-05-10,Bogotá D.C.,310,9,270
2021-05-11,Bogotá D.C.,388,6,303
2021-05-12,Bogotá D.C.,275,5,236
2021-05-13,Bogotá D.C.,413,7,362
2021-05-14,Bogotá D.C.,310,4,288
2021-05-15,Bogotá D.C.,440,6,383
2021-05-16,Bogotá D.C.,341,6,301
2021-05-17,Bogotá D.C.,281,7,265
2021-05-18,Bogotá D.C.,329,6,298
2021-05-19,Bogotá D.C.,436,7,390
2021-05-20,Bogotá D.C.,452,8,443
2021-05-21,Bogotá D.C.,292,7,270
2021-05-22,Bogotá D.C.,304,7,280
2021-05-23,Bogotá D.C.,189,3,166
2021-05-24,Bogotá D.C.,399,9,351
2021-05-25,Bogotá D.C.,380,9,320
2021-05-26,Bogotá D.C.,282,4,266
2021-05-27,Bogotá D.C.,333,8,304
2021-05-28,Bogotá D.C.,354,6,305
2021-05-29,Bogotá D.C.,159,2,150
2021-05-30,Bogotá D.C.,261,4,223
2021-05-31,Bogotá D.C.,423,11,393
2021-06-01,Bogotá D.C.,320,5,296
2021-06-02,Bogotá D.C.,269,7,273
2021-06-03,Bogotá D.C.,486,9,457
2021-06-04,Bogotá D.C.,315,5,302
2021-06-05,Bogotá D.C.,246,4,225
2021-06-06,Bogotá D.C.,309,7,304
2021-06-07,Bogotá D.C.,447,5,398
2021-06-08,Bogotá D.C.,449,7,413
2021-06-09,Bogotá D.C.,317,8,267
2021-06-10,Bogotá D.C.,474,9,412
2021-06-11,Bogotá D.C.,387,7,344
2021-06-12,Bogotá D.C.,332,3,324
2021-06-13,Bogotá D.C.,328,8,306
2021-06-14,Bogotá D.C.,534,13,451
2021-06-15,Bogotá D.C.,516,12,421
2021-06-16,Bogotá D.C.,456,11,420
2021-06-17,Bogotá D.C.,366,10,339
2021-06-18,Bogotá D.C.,414,5,398
2021-06-19,Bogotá D.C.,321,6,270
2021-06-20,Bogotá D.C.,218,5,214
2021-06-21,Bogotá D.C.,501,13,455
2021-06-22,Bogotá D.C.,267,6,260
2021-06-23,Bogotá D.C.,321,8,289
2021-06-24,Bogotá D.C.,363,4,326
2021-06-25,Bogotá D.C.,385,7,352
2021-06-26,Bogotá D.C.,299,4,279
2021-06-27,Bogotá D.C.,465,13,429
2021-06-28,Bogotá D.C.,311,8,270
2021-06-29,Bogotá D.C.,250,7,251
2021-06-30,Bogotá D.C.,368,7,316
2021-07-01,Bogotá D.C.,423,11,366
2021-07-02,Bogotá D.C.,539,7,477
2021-07-03,Bogotá D.C.,375,7,348
2021-07-04,Bogotá D.C.,346,6,311
2021-07-05,Bogotá D.C.,417,11,381
2021-07-06,Bogotá D.C.,356,7,323
2021-07-07,Bogotá D.C.,354,6,291
2021-07-08,Bogotá D.C.,369,9,373
2021-07-09,Bogotá D.C.,464,10,405
2021-07-10,Bogotá D.C.,207,3,190
2021-07-11,Bogotá D.C.,380,5,366
2021-07-12,Bogotá D.C.,368,6,384
2021-07-13,Bogotá D.C.,420,6,373
2021-07-14,Bogotá D.C.,293,5,283
2021-07-15,Bogotá D.C.,456,6,403
2021-07-16,Bogotá D.C.,343,5,343
2021-07-17,Bogotá D.C.,234,5,192
2021-07-18,Bogotá D.C.,457,8,386
2021-07-19,Bogotá D.C.,309,5,283
2021-07-20,Bogotá D.C.,281,4,256
2021-07-21,Bogotá D.C.,335,6,296
2021-07-22,Bogotá D.C.,312,3,269
2021-07-23,Bogotá D.C.,358,8,355
2021-07-24,Bogotá D.C.,517,6,495
2021-07-25,Bogotá D.C.,183,3,182
2021-07-26,Bogotá D.C.,269,4,247
2021-07-27,Bogotá D.C.,507,6,439
2021-07-28,Bogotá D.C.,436,7,345
2021-07-29,Bogotá D.C.,543,12,563
2021-07-30,Bogotá D.C.,257,4,229
2021-07-31,Bogotá D.C.,457,8,407
2021-08-01,Bogotá D.C.,429,9,431
2021-08-02,Bogotá D.C.,567,16,493
2021-08-03,Bogotá D.C.,349,6,323
2021-08-04,Bogotá D.C.,309,6,286
2021-08-05,Bogotá D.C.,271,5,212
2021-08-06,Bogotá D.C.,247,5,217
2021-08-07,Bogotá D.C.,425,8,404
2021-08-08,Bogotá D.C.,399,5,351
2021-08-09,Bogotá D.C.,506,8,480
2021-08-10,Bogotá D.C.,173,4,156
2021-08-11,Bogotá D.C.,247,5,235
2021-08-12,Bogotá D.C.,494,10,455
2021-08-13,Bogotá D.C.,281,8,262
2021-08-14,Bogotá D.C.,495,10,444
2021-08-15,Bogotá D.C.,420,9,378
2021-08-16,Bogotá D.C.,580,13,477
2021-08-17,Bogotá D.C.,437,9,408
2021-08-18,Bogotá D.C.,372,10,372
2021-08-19,Bogotá D.C.,495,3,442
2021-08-20,Bogotá D.C.,385,10,333
2021-08-21,Bogotá D.C.,405,5,344
2021-08-22,Bogotá D.C.,319,6,278
2021-08-23,Bogotá D.C.,333,6,272
2021-08-24,Bogotá D.C.,566,9,509
2021-08-25,Bogotá D.C.,409,4,350
2021-08-26,Bogotá D.C.,262,7,258
2021-08-27,Bogotá D.C.,494,11,464
2021-08-28,Bogotá D.C.,296,4,272
2021-08-29,Bogotá D.C.,305,7,269
2021-08-30,Bogotá D.C.,457,8,399
2021-08-31,Bogotá D.C.,393,7,373
2021-09-01,Bogotá D.C.,363,8,334
2021-09-02,Bogotá D.C.,310,6,265
2021-09-03,Bogotá D.C.,430,7,386
2021-09-04,Bogotá D.C.,320,7,333
2021-09-05,Bogotá D.C.,406,9,343
2021-09-06,Bogotá D.C.,527,11,491
2021-09-07,Bogotá D.C.,323,5,270
2021-09-08,Bogotá D.C.,315,5,254
2021-09-09,Bogotá D.C.,449,10,433
2021-09-10,Bogotá D.C.,359,7,313
2021-09-11,Bogotá D.C.,395,7,364
2021-09-12,Bogotá D.C.,396,9,378
2021-09-13,Bogotá D.C.,257,5,239
2021-09-14,Bogotá D.C.,201,5,188
2021-09-15,Bogotá D.C.,452,3,407
2021-09-16,Bogotá D.C.,306,6,313
2021-09-17,Bogotá D.C.,451,10,395
2021-09-18,Bogotá D.C.,420,7,343
2021-09-19,Bogotá D.C.,272,4,237
2021-09-20,Bogotá D.C.,227,5,212
2021-09-21,Bogotá D.C.,222,3,189
2021-09-22,Bogotá D.C.,153,2,139
2021-09-23,Bogotá D.C.,381,7,345
2021-09-24,Bogotá D.C.,263,5,231
2021-09-25,Bogotá D.C.,311,6,260
2021-09-26,Bogotá D.C.,188,3,177
2021-09-27,Bogotá D.C.,229,5,215
2021-09-28,Bogotá D.C.,314,7,271
2021-09-29,Bogotá D.C.,305,7,284
2021-09-30,Bogotá D.C.,354,4,359
2021-10-01,Bogotá D.C.,207,4,187
2021-10-02,Bogotá D.C.,285,3,243
2021-10-03,Bogotá D.C.,278,7,243
2021-10-04,Bogotá D.C.,335,7,316
2021-10-05,Bogotá D.C.,205,6,171
2021-10-06,Bogotá D.C.,305,6,308
2021-10-07,Bogotá D.C.,507,10,418
2021-10-08,Bogotá D.C.,333,8,309
2021-10-09,Bogotá D.C.,347,9,343
2021-10-10,Bogotá D.C.,343,4,320
2021-10-11,Bogotá D.C.,307,3,276
2021-10-12,Bogotá D.C.,258,4,229
2021-10-13,Bogotá D.C.,289,7,268
2021-10-14,Bogotá D.C.,267,4,223
2021-10-15,Bogotá D.C.,282,4,238
2021-10-16,Bogotá D.C.,346,5,317
2021-10-17,Bogotá D.C.,339,5,309
2021-10-18,Bogotá D.C.,130,2,126
2021-10-19,Bogotá D.C.,196,3,147
2021-10-20,Bogotá D.C.,176,3,171
2021-10-21,Bogotá D.C.,115,2,101
2021-10-22,Bogotá D.C.,223,4,188
2021-10-23,Bogotá D.C.,370,6,315
2021-10-24,Bogotá D.C.,227,5,221
2021-10-25,Bogotá D.C.,95,2,80
2021-10-26,Bogotá D.C.,220,6,195
